,input,output,output_length,input_length,percentage_decrease,model_name,time
57,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since
28.09.2018, but pressure values are still in tolerance and therefore the system
leaktest is passed. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 to
locate source of symptom.",259,742,0.6509433962264151,0.3_0.5_4_True_True,5.970031261444092
9,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance
and therefore the system leaktest is passed. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 to locate source of
symptom.",259,742,0.6509433962264151,0.3_0.8_4_True_True,5.985989093780518
75,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance.
During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part
was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between
first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40
to locate source of symptom) Optimization of BMW test to be",573,742,0.22776280323450135,0.3_0.8_4_False_True,12.25821304321289
27,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are
still in tolerance. During this test only the returned TFM was used and therefore the rootcause could be located
to the TFM module. Please consider the additional ""fault tree file"" and presentation,,DD additional docs"".",328,742,0.5579514824797843,0.3_0.7_3_True_True,6.39090633392334
21,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are
still in tolerance and therefore the system leaktest is passed. RDU: First part was NTF; cleanliness analysis
t.b.d CW 40 to locate source of symptom.",259,742,0.6509433962264151,0.3_0.7_4_True_True,5.920165300369263
81,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance.
During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part
was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between
first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40
to locate source of symptom) Optimization of BMW test to be",573,742,0.22776280323450135,0.3_0.8_3_False_True,11.503234386444092
117,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure
values are still in tolerance. During this test only the returned TFM was used and therefore the
rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d
CW 40 To be clarified Is there any connection between failure re-occurrence and time between
first and second Components",413,742,0.44339622641509435,0.3_0.6_3_False_True,8.339666843414307
15,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance.
During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. Please consider
the additional ""fault tree file"" and presentation,,DD additional docs"".",328,742,0.5579514824797843,0.3_0.8_2_True_True,6.0737550258636475
51,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure
values are still in tolerance. During this test only the returned TFM was used and therefore the
rootcause could be located to the TFM module. Please consider the additional ""fault tree file""
and presentation,,DD additional docs"".",328,742,0.5579514824797843,0.3_0.6_2_True_True,6.869868755340576
111,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure
values are still in tolerance and therefore the system leaktest is passed. RDU: First part was
NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-
occurrence and time between first and second Components analysis in consideration of failure
description (leakage, damages, Full pump characterization",441,742,0.4056603773584906,0.3_0.6_4_False_True,9.05076551437378
129,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance.
During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part
was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between
first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40
to locate source of symptom) Optimization of BMW test to be",573,742,0.22776280323450135,0.3_0.8_4_False_True,12.639193296432495
87,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance.
During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part
was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between
first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40
to locate source of symptom) Optimization of BMW test to be",573,742,0.22776280323450135,0.3_0.8_2_False_True,10.523851871490479
45,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure
values are still in tolerance. During this test only the returned TFM was used and therefore the
rootcause could be located to the TFM module. Please consider the additional ""fault tree file""
and presentation,,DD additional docs"".",328,742,0.5579514824797843,0.3_0.6_3_True_True,6.428806781768799
93,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are
still in tolerance. During this test only the returned TFM was used and therefore the rootcause could be located
to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any
connection between failure re-occurrence and time between first and second Components analysis in consideration
of failure description (leakage, damages, Full pump characterization",508,742,0.31536388140161725,0.3_0.7_4_False_True,10.590672492980957
99,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are
still in tolerance. During this test only the returned TFM was used and therefore the rootcause could be located
to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any
connection between failure re-occurrence and time between first and second Components analysis in consideration
of failure description (leakage, damages, Full pump characterization",508,742,0.31536388140161725,0.3_0.7_3_False_True,9.874589204788208
123,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure
values are still in tolerance. During this test only the returned TFM was used and therefore the
rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d
CW 40 To be clarified Is there any connection between failure re-occurrence and time between
first and second Components",413,742,0.44339622641509435,0.3_0.6_2_False_True,7.813103675842285
39,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure
values are still in tolerance and therefore the system leaktest is passed. RDU: First part was
NTF; cleanliness analysis t.b.d CW 40 to locate source of symptom.",259,742,0.6509433962264151,0.3_0.6_4_True_True,5.975018262863159
135,"Components/systems analysis: TFM/System: Drop of pressure partly reproduceable at RBG testbench since 28.09.2018, but pressure values are still in tolerance and therefore the system leaktest is passed. During this test only the returned TFM was used and therefore the rootcause could be located to the TFM module. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To be clarified Is there any connection between failure re-occurrence and time between first and second Components analysis in consideration of failure description (leakage, damages, Full pump characterization cw40 to locate source of symptom Optimization of BMW test to be proved. Please consider the additional ""fault tree file"" and presentation ,,DD additional docs"".","TFM/System: Drop of pressure partly reproduceable at RBG testbench since
28.09.2018, but pressure values are still in tolerance and therefore the system
leaktest is passed. RDU: First part was NTF; cleanliness analysis t.b.d CW 40 To
be clarified Is there any connection between failure re-occurrence and time
between first and second Components",345,742,0.5350404312668463,0.3_0.5_4_False_True,7.276537656784058
